ID,Year,S,varS,N,varN,SsqrtN,PIE,DomMc,expShannon,Chao,Chao2
39,1975,24,NA,161,NA,1.891464975,0.917177795,0.304347826,15.05555765,30.25,27.33333333
39,1976,21,NA,200.5,NA,1.483071558,0.898518116,0.349127182,12.92632235,21.25,21
39,1977,21,NA,193.5,NA,1.509658825,0.891184268,0.372093023,12.3715434,21,21
39,1978,22,NA,186.5,NA,1.610954457,0.884819667,0.418230563,12.60502811,22.16666667,22
39,1979,19,NA,148.5,NA,1.559158886,0.895075044,0.367003367,12.30057594,19.5,19
39,1980,18,NA,146.5,NA,1.487146293,0.883290525,0.395904437,11.03638801,19.5,18.75
39,1981,22,NA,130.5,NA,1.925827682,0.890900753,0.379310345,13.07396661,22.64285714,22.375
39,1982,21,NA,116.5,NA,1.945612429,0.887724579,0.412017167,11.79261478,21.9,21.5
39,1983,18,NA,124,NA,1.616447718,0.871393916,0.443548387,10.35979786,20,19.2
39,1984,16,NA,118,NA,1.472919389,0.865855425,0.440677966,9.464502104,16,16
41,1923,46,NA,142,NA,3.860234248,0.970732195,0.14084507,34.54595783,73,67.85714286
41,1924,46,NA,145,NA,3.820092073,0.974425287,0.124137931,36.71978015,58.25,56.11111111
41,1926,41,NA,133,NA,3.555150875,0.970266576,0.135338346,32.41363809,47.72222222,46.5
41,1927,41,NA,107,NA,3.963619605,0.972138953,0.130841121,32.68495839,48,47.06666667
41,1930,40,NA,96,NA,4.082482905,0.972368421,0.145833333,32.05783115,50.66666667,49.23076923
41,1931,41,NA,104,NA,4.02038077,0.96695295,0.192307692,30.93147992,54.13636364,52.33333333
41,1936,43,NA,97,NA,4.36598851,0.963058419,0.216494845,31.1847608,61.375,59.15384615
41,1937,37,NA,95,NA,3.796119903,0.949832027,0.252631579,25.05930547,50.13636364,48.33333333
41,1938,45,NA,121,NA,4.090909091,0.964876033,0.198347107,31.88614371,72.5625,68.33333333
41,1940,38,NA,111,NA,3.606800384,0.952006552,0.252252252,26.26240188,47.8,46.27272727
42,1949,25,NA,103.5,NA,2.457365936,0.890444209,0.381642512,12.74225849,46.125,40.6
42,1950,32,NA,150,NA,2.612789059,0.915190157,0.326666667,16.94980153,38.72222222,37.5
42,1951,29,NA,164,NA,2.264519547,0.924341613,0.298780488,17.24115252,34.33333333,33
42,1952,33,NA,160,NA,2.60887907,0.926198899,0.303125,18.98944982,40.14285714,38.625
42,1953,34,NA,158.5,NA,2.700625001,0.9246207,0.302839117,19.28124783,44.28571429,42.25
42,1954,33,NA,165.5,NA,2.565162845,0.930201379,0.280966767,19.44789317,39.25,38
42,1955,30,NA,127.5,NA,2.656844657,0.933891343,0.270588235,19.30140755,35.78571429,34.5
42,1956,29,NA,141.5,NA,2.43792184,0.929919646,0.293286219,18.39701334,35.4,33.66666667
42,1958,30,NA,139,NA,2.544566789,0.908090919,0.345323741,16.02543642,40.08333333,37.85714286
42,1959,28,NA,124.5,NA,2.509420004,0.912085589,0.337349398,16.42433307,36.1,34
42,1960,29,NA,126,NA,2.583525338,0.921904762,0.313492063,17.45901979,34.33333333,33
42,1961,29,NA,136.5,NA,2.482170857,0.913939689,0.32967033,16.27789833,34.78571429,33.5
42,1962,30,NA,141,NA,2.526455763,0.914032421,0.343971631,17.19955339,36.4,34.66666667
42,1963,31,NA,122.5,NA,2.800874499,0.925875535,0.330612245,18.67083508,37.25,36
42,1964,31,NA,159.5,NA,2.454603506,0.921353204,0.319749216,17.91562059,41,38.5
42,1965,32,NA,188,NA,2.333839864,0.923939015,0.313829787,18.59313218,40.1,38
42,1966,32,NA,181,NA,2.378541268,0.924800491,0.298342541,18.93443593,36.57142857,35.5
42,1967,33,NA,210,NA,2.277216346,0.922032354,0.319047619,18.25094027,45.1,42.16666667
42,1968,35,NA,209,NA,2.421000624,0.91576187,0.330143541,17.79142928,63.16666667,54.5
42,1969,33,NA,206,NA,2.299218947,0.916078617,0.330097087,17.72545553,49.66666667,44.25
42,1970,35,NA,204,NA,2.450490147,0.928668019,0.299019608,20.03803666,40.33333333,39
42,1971,32,NA,200,NA,2.2627417,0.918693467,0.305,18.10541116,37.33333333,36
42,1972,36,NA,200,NA,2.545584412,0.927638191,0.315,20.11265399,42.25,41
42,1973,32,NA,195,NA,2.291567597,0.921543748,0.317948718,18.0480027,36.08333333,35
42,1974,32,NA,195,NA,2.291567597,0.908009516,0.333333333,15.8681067,36.05,35.27272727
42,1975,36,NA,186,NA,2.63964807,0.914675966,0.338709677,17.30353028,50.0625,47.66666667
42,1976,35,NA,181,NA,2.601529512,0.92412523,0.303867403,18.68624319,49.08333333,46.14285714
42,1977,35,NA,188,NA,2.552637351,0.927409262,0.303191489,19.49509935,38.68181818,38
42,1978,30,NA,180,NA,2.236067977,0.898137803,0.405555556,15.08324099,60.25,48.33333333
42,1979,33,NA,188,NA,2.40677236,0.914836728,0.319148936,17.59141641,38.0625,37
44,1962,46,9.497252747,148,9.497252747,3.815192607,0.962887395,0.200609756,31.46734351,67.41785714,64.13942308
44,1963,22,5.046052632,66,5.046052632,2.755211948,0.946737589,0.216025641,17.56590324,33.3125,30.1
44,1964,33,12.30863433,114.5,12.30863433,3.112444825,0.959920373,0.183000903,25.30421162,45.125,42.85714286
44,1965,39,7.667418546,151,7.667418546,3.152989665,0.958378645,0.180965473,26.76710073,57.675,53.58333333
44,1966,54,25.78676471,181.5,25.78676471,4.029865997,0.970324399,0.155991671,37.83644726,77.4375,74.28632479
44,1967,54,22.74468954,198,22.74468954,3.871900694,0.969716653,0.12967968,37.40892507,73.7,70.80128205
44,1968,60,20.32818627,222,20.32818627,4.023850748,0.97139059,0.124420814,39.83587445,88.09444444,83.875
44,1969,63,19.725,250,19.725,4.008623902,0.974108501,0.121505958,43.28322232,95.5,91
44,1970,64.5,22.57291667,238.5,22.57291667,4.190697663,0.974536047,0.12734533,44.34521517,105.7708333,99.32142857
44,1971,66,25.46946779,242,25.46946779,4.227109769,0.974304321,0.122061583,44.10808852,102.5520833,98.15384615
44,1972,66,29.3017316,225,29.3017316,4.424164983,0.975788709,0.123013871,45.71645953,99.87777778,95.03846154
44,1973,68,27.81821895,244,27.81821895,4.33544122,0.976098947,0.113173117,46.82731906,93.99210526,91.32291667
44,1974,51,13.85821078,188.5,13.85821078,3.698397185,0.968155877,0.14673913,34.98894226,75.09642857,70.64285714
44,1975,64,24.33958333,223,24.33958333,4.34734841,0.973085351,0.133333333,42.65483234,101.2397436,97.0625
44,1976,51,12.05882353,202,12.05882353,3.522546078,0.9666882,0.142210737,34.01271846,69.53125,66.54545455
44,1977,57,21.59166667,202.5,21.59166667,3.945276263,0.970907179,0.13923937,39.24762111,83.10606061,80.04166667
44,1979,65.5,47.24791667,5314,577959.0476,0.904499957,0.76910535,0.590462361,7.425441426,86.61904762,83.91666667
44,1980,82.5,59.18443223,8253,735201.3333,0.893309376,0.717910056,0.652075328,6.589522098,100.1714286,97.95454545
44,1981,83,38.68735431,6323.5,358009.3598,1.034202356,0.761081756,0.624496868,8.412224523,107.8090278,104.2307692
44,1983,96.5,91.86458333,10373,498891.2908,0.935400252,0.800356065,0.552966836,9.131723213,107.9554656,105.8210227
44,1987,89.5,42.74870962,7815,508879.3108,1.022158107,0.696767103,0.708490619,6.385389143,108.008547,105.9642857
44,1990,67,26.80595238,1387.5,19759.64338,1.81355618,0.77277838,0.614291574,8.34911404,91.78571429,88.92045455
44,1994,61,16.25714286,1133,17947.48114,1.862839091,0.73502798,0.665953283,7.595107332,92.30454545,89
44,1997,77,24.21689026,955.5,3588.418129,2.456891597,0.877197102,0.426042864,17.22896279,106.7564103,103.1153846
44,2002,68,23.95833333,465.5,450.8379121,3.143302311,0.839683135,0.466352192,18.07003655,95.91923077,92.86111111
44,2008,65,16.12280702,496.5,955.1339869,2.958261655,0.888232344,0.384536159,19.92186703,98.24423077,93.75
45,2005,96,284.5704365,4850,362157.5357,1.368531531,0.834768543,0.502584066,15.82151045,110.3560606,108.1363636
45,2006,93,168.1150794,1440.5,13466.33036,2.529001579,0.934406483,0.28436736,29.83442846,110.2083333,108.0102564
45,2007,85,203.0535714,889,7741.3125,2.852829648,0.953637065,0.215464564,35.94304953,101.975,100.2700535
45,2008,89.5,217.7619048,2189.5,89436.40952,1.897962124,0.848046347,0.445772557,18.0581631,102.6451049,101.2307692
45,2009,93,160.0833333,1079,15827.85714,2.826150063,0.965946279,0.160601266,44.76174219,101.9409341,100.5798319
45,2010,84,312.8214286,938.5,15563.4881,2.823269476,0.955626928,0.202435848,36.67631663,102.7777778,100.5333333
46,1928,17,NA,127,NA,1.508506066,0.766904137,0.669291339,6.424225915,57.5,35
46,1929,14,NA,125,NA,1.252198067,0.783096774,0.632,6.261568842,NA,35
46,1930,14,NA,127,NA,1.242299113,0.779152606,0.637795276,6.121333787,38.5,24.5
46,1931,14,NA,132,NA,1.218543592,0.782095767,0.636363636,6.331484454,32,21.5
46,1932,14,NA,133,NA,1.213953957,0.800068353,0.593984962,6.555626104,NA,35
46,1933,12,NA,143,NA,1.003490412,0.761154339,0.664335664,5.574269768,NA,22
46,1934,12,NA,132,NA,1.044465936,0.769951423,0.651515152,5.741496386,NA,22
46,1935,11,NA,119,NA,1.008368347,0.755590372,0.672268908,5.403839978,19,14
46,1936,11,NA,102,NA,1.089162297,0.762570375,0.666666667,5.480456331,NA,21
46,1937,11,NA,91,NA,1.15311332,0.756532357,0.681318681,5.429453824,19,14
46,1938,11,NA,109,NA,1.053608914,0.747876317,0.688073394,5.147029591,NA,21
46,1939,11,NA,102,NA,1.089162297,0.719083673,0.735294118,4.686706377,NA,26
46,1940,13,NA,104,NA,1.274754878,0.748879761,0.682692308,5.333413995,NA,41
46,1946,9,NA,107,NA,0.87006284,0.717157468,0.728971963,4.457741215,13.5,10.5
46,1947,8,NA,102,NA,0.792118034,0.668996311,0.745098039,3.981360546,NA,9
46,1948,9,NA,131,NA,0.786333651,0.73740458,0.687022901,4.769195793,11,9.5
46,1949,9,NA,159,NA,0.713746427,0.768171324,0.635220126,5.268468985,NA,10
46,1950,8,NA,172,NA,0.609994281,0.756833945,0.651162791,4.990483983,NA,8
46,1951,8,NA,159,NA,0.634441269,0.776212085,0.566037736,5.241765107,NA,8
46,1952,8,NA,182,NA,0.592999453,0.794305142,0.549450549,5.601249611,NA,8
46,1953,9,NA,185,NA,0.66169316,0.80199765,0.556756757,5.881249189,NA,10
46,1954,9,NA,188,NA,0.656392462,0.812265332,0.526595745,6.070107305,NA,10
46,1955,9,NA,182,NA,0.667124385,0.798676462,0.543956044,5.709205764,NA,10
46,1956,8,NA,173,NA,0.608228737,0.803400995,0.543352601,5.747135794,NA,8
46,1957,8,NA,165,NA,0.622799155,0.790613452,0.56969697,5.485309103,NA,8
46,1958,8,NA,165,NA,0.622799155,0.78713969,0.587878788,5.434710282,NA,8
46,1959,9,NA,202,NA,0.63323779,0.815871139,0.49009901,5.935154993,11,9.5
46,1960,9,NA,186,NA,0.659912018,0.821156641,0.47311828,6.092905476,NA,10
46,1961,8,NA,152,NA,0.648885685,0.805158592,0.546052632,5.804665607,NA,8
46,1962,9,NA,166,NA,0.698535473,0.831836437,0.481927711,6.529678148,NA,10
46,1963,9,NA,155,NA,0.722897396,0.788604943,0.567741935,5.609939186,NA,10
46,1964,10,NA,162,NA,0.785674201,0.813511234,0.5,6.274593367,12,10.5
46,1965,14,NA,201,NA,0.987483862,0.845472637,0.44278607,7.65783232,NA,24
46,1966,12,NA,233,NA,0.786146138,0.851487346,0.416309013,7.592104923,14,12.5
46,1967,13,NA,230,NA,0.857194615,0.854414278,0.386956522,7.770560465,NA,19
46,1968,13,NA,247,NA,0.827170192,0.859978276,0.36437247,8.04813375,17.5,14.5
46,1969,13,NA,262,NA,0.803142682,0.857038402,0.389312977,8.067950396,NA,16
46,1970,15,NA,273,NA,0.907841299,0.864738203,0.366300366,8.69527243,NA,21
46,1971,13,NA,270,NA,0.791154805,0.867602919,0.374074074,8.691265617,NA,14
46,1972,14,NA,272,NA,0.848874688,0.871472759,0.352941176,8.860971487,NA,17
46,1973,13,NA,294,NA,0.758175397,0.868426552,0.333333333,8.502105028,NA,14
46,1974,13,NA,321,NA,0.725589244,0.863804517,0.358255452,8.304473948,NA,14
46,1975,14,NA,312,NA,0.792593924,0.861282876,0.391025641,8.39373763,NA,15
46,1976,13,NA,296,NA,0.755609652,0.866032982,0.361486486,8.499998433,13.5,13
46,1977,13,NA,314,NA,0.733632442,0.871207342,0.369426752,8.939190806,NA,13
46,1978,13,NA,300,NA,0.75055535,0.859085842,0.4,8.278632247,NA,13
46,1979,13,NA,295,NA,0.756889263,0.849348553,0.406779661,7.546592369,NA,16
47,1952,11,NA,535,NA,0.475571471,0.780377332,0.618691589,6.210561079,NA,11
47,1953,13,NA,541,NA,0.558913655,0.782207161,0.624768946,6.295835136,13.5,13
47,1954,11,NA,576,NA,0.458333333,0.757161836,0.628472222,5.748618423,11.5,11
47,1955,12,NA,405,NA,0.596284794,0.771641609,0.649382716,6.087195999,12,12
47,1956,12,NA,547,NA,0.51308295,0.770168284,0.619744059,6.462372134,12,12
47,1957,11,NA,438,NA,0.525600331,0.777990241,0.625570776,6.222419471,NA,11
47,1958,11,NA,450,NA,0.518544973,0.736629547,0.691111111,5.345358515,11,11
47,1959,9,NA,208,NA,0.624037721,0.698671498,0.721153846,4.37870091,NA,10
47,1960,10,NA,168,NA,0.77151675,0.73039635,0.625,5.407672172,NA,10
47,1961,8,NA,133,NA,0.693687976,0.764980633,0.593984962,5.45270379,8,8
47,1962,9,NA,103,NA,0.88679635,0.771749476,0.601941748,5.704006557,9.5,9
47,1963,12,NA,136,NA,1.028991511,0.790958606,0.602941176,6.367539639,16.5,13.5
47,1964,12,NA,302,NA,0.690522405,0.728036787,0.662251656,5.665823576,12.5,12
47,1965,11,NA,128,NA,0.972271824,0.776205709,0.6484375,6.02577808,13,11.5
47,1966,10,NA,107,NA,0.966736489,0.75436431,0.682242991,5.494555644,10.5,10
47,1967,10,NA,110,NA,0.953462589,0.806672227,0.581818182,6.600588667,NA,10
47,1968,8,NA,59,NA,1.041511288,0.774400935,0.627118644,5.072243286,12,11
47,1969,9,NA,93,NA,0.933256525,0.774427302,0.612903226,5.459225759,9.5,9
47,1970,12,NA,220,NA,0.809039835,0.76886675,0.604545455,6.301496579,NA,13
47,1971,13,NA,341,NA,0.703989469,0.869811972,0.395894428,9.145882173,13,13
47,1972,10,NA,166,NA,0.776150526,0.766557138,0.602409639,5.994394136,10,10
47,1973,12.5,NA,347.5,NA,0.702158564,0.83644555,0.470110927,8.038184,12.75,12.5
47,1974,13,NA,378,NA,0.66864785,0.849339677,0.470899471,8.596560937,NA,13
47,1975,12,NA,342.5,NA,0.649744782,0.782053759,0.539130852,7.233314314,12,12
47,1976,12,NA,574,NA,0.500870323,0.775203556,0.571428571,6.774045192,NA,12
47,1977,9,NA,235,NA,0.587095266,0.697508638,0.723404255,4.601586991,NA,9
51,1964,4,NA,30,NA,0.730296743,0.714942529,0.7,3.482713861,4,4
51,1965,4,NA,34,NA,0.685994341,0.724153298,0.661764706,3.566412963,NA,4
51,1966,4,NA,40,NA,0.632455532,0.714423077,0.675,3.502175889,NA,4
51,1967,4,NA,41,NA,0.624695048,0.715853659,0.658536585,3.541408207,NA,4
51,1968,4,NA,31.5,NA,0.712696645,0.715066354,0.682539683,3.48272259,4,4
51,1969,4,NA,29,NA,0.742781353,0.724137931,0.655172414,3.534839875,4,4
51,1970,4,NA,27,NA,0.769800359,0.725783476,0.666666667,3.546206399,4,4
51,1971,4,NA,27,NA,0.769800359,0.724358974,0.685185185,3.537141976,4,4
51,1972,4,NA,30,NA,0.730296743,0.722413793,0.683333333,3.562559972,NA,4
51,1973,4,NA,33,NA,0.696310624,0.709753788,0.712121212,3.448594259,4,4
51,1974,4,NA,29,NA,0.742781353,0.719827586,0.689655172,3.549785226,NA,4
51,1975,4,NA,23.5,NA,0.825136997,0.711111111,0.723404255,3.418595578,NA,4
51,1976,4,NA,15,NA,1.032795559,0.733333333,0.733333333,3.438875923,NA,4
51,1977,4,NA,15,NA,1.032795559,0.74047619,0.7,3.482713861,NA,4
52,1968,3,0.5,2.88,0.146916667,1.767766953,0.825805322,0.823529412,2.713022376,NA,3
52,1969,3,0.333333333,6.99,2.300133333,1.109653162,0.643851382,0.925187032,2.418863405,NA,3
52,1970,3,0.333333333,4.51,0.6013,1.407969763,0.580815154,0.967032967,2.038672515,3,3
52,1971,3,0.916666667,4.155,1.004966667,1.471852466,0.811223087,0.757855823,2.9158362,NA,3
52,1972,3,1,2.66,0.3439,1.766284167,0.801755463,0.886597938,2.51303286,NA,3
52,1973,3,0.333333333,6.02,0.8281,1.222708719,0.60626323,0.911347518,2.340096938,2,3
52,1974,3,0.333333333,8.68,1.946825,1.01826635,0.705612384,0.815120329,2.826319855,NA,3
52,1975,3,0.916666667,4.22,0.672533333,1.460377151,0.845837335,0.770547945,2.859675513,NA,3
52,1976,3,1,2.37,0.3872,1.664100589,0.691122424,0.976271186,2.185439614,NA,3
52,1977,3,0.916666667,3.91,0.4017,1.517165212,0.792394005,0.870769231,2.501863867,NA,3
52,1978,3,1,8.12,3.05045,1.05279361,0.717076519,0.767241379,2.904608317,NA,3
52,1979,3,0.5,4.53,0.286633333,1.409522957,0.691595004,0.948012232,2.264487957,NA,3
52,1980,3,0.333333333,1.59,0.010966667,2.379154757,1.462184874,0.823529412,2.72574001,NA,3
53,1966,5,NA,9.1,NA,1.65748386,0.704924705,0.846153846,3.116019767,NA,5
53,1967,4,NA,8.375,NA,1.382189481,0.677723248,0.832835821,2.869310711,NA,4
53,1968,5,NA,17,NA,1.212678125,0.519944853,0.832352941,2.737879406,NA,5
53,1969,4,NA,11.6,NA,1.174440439,0.481010085,0.974137931,2.056473807,NA,4
53,1970,5,NA,6.1,NA,2.024440825,0.410800386,0.885245902,2.123900023,NA,5
53,1971,5,NA,6.9,NA,1.903467469,0.517164087,0.855072464,2.432543561,NA,5
53,1973,3,NA,12.2,NA,0.858897501,0.284543326,0.950819672,1.669178821,NA,3
53,1974,3,NA,3,NA,1.732050808,0.556666667,0.966666667,1.894522047,NA,3
53,1975,5,NA,7.6,NA,1.813690625,0.7284689,0.802631579,3.392925582,NA,5
53,1976,5,NA,4.2,NA,2.439750182,0.94047619,0.666666667,3.912002934,NA,5
54,1991,15,1.940771623,515.5,45.88930548,0.68042354,0.781859757,0.588809905,6.236987663,18.25,17
54,1992,14,1.137454739,599.5,30.75552958,0.555562063,0.723121405,0.688162799,4.612886183,15.58333333,14.5
54,1993,13,1.065112519,737,36.35836332,0.482021593,0.706823166,0.655899004,4.071830952,14,13.5
54,1994,13,1.164556784,678,54.14768114,0.493123537,0.635387912,0.826706627,3.497391512,15.25,14.75
54,1995,14,1.639551352,1000,86.14561892,0.437181827,0.631860026,0.826763232,3.715014086,15,14.41666667
54,1996,11,1.21898473,944.5,86.07978796,0.371234908,0.64428311,0.834183073,3.662094633,11.5,11.5
54,1997,14,1.248924269,1138,98.81611482,0.418704526,0.61879308,0.799583629,3.476532768,19.58333333,18
54,1998,13,0.965471643,847,68.49319425,0.451727404,0.557407258,0.886060375,3.087404335,14.125,13.5
54,1999,15,0.821288515,509.5,32.9051053,0.648815128,0.652968747,0.781988758,4.363725606,16.5,15.5
54,2000,15,2.196981902,852,80.25341567,0.51972032,0.684767457,0.727738045,4.680294293,16,15
54,2001,16,1.226148478,497,35.47010451,0.691819364,0.742154496,0.61898636,5.948697013,16.5,16
54,2002,14,1.443570953,584.5,26.22690111,0.580820451,0.744481165,0.632690286,5.087782669,14.5,14
54,2003,14,1.042898702,612.5,29.7008427,0.562946087,0.681534388,0.756955885,4.171016838,15,14.33333333
54,2004,13,1.460956615,802,74.23238901,0.465662237,0.646451239,0.826205754,3.783084015,15,14
54,2005,13,1.112750327,671,68.07123407,0.503551739,0.717193658,0.66877481,4.463499392,14,13.33333333
54,2006,14,1.066043222,1137,101.1524265,0.415974142,0.635143315,0.845745023,3.637197365,14.5,14
54,2007,13,0.989099968,1029.5,82.92603635,0.411715529,0.596632723,0.884926799,3.169754656,14.66666667,13.875
56,1989,6,0.026027556,212,0.070962382,0.409196604,0.2271719,0.975060948,1.608333309,9.25,7.5
56,1990,8,0.009925123,206.5,0.02896409,0.545595472,0.546438058,0.858511475,2.976930069,10.75,11
56,1991,12,0.009614934,206,0.019747221,0.860460879,0.778285461,0.561148182,6.567784308,14,13.125
56,1992,9,0.052484645,221,0.105515865,0.59473674,0.297737744,0.945577951,1.923938333,12.58333333,11
56,1993,10,0.07154142,220,0.109924623,0.66965458,0.38664595,0.931349755,2.256254607,13.125,11.625
56,1994,5,0.015073415,209.5,0.047829921,0.348366507,0.469581643,0.941463415,2.271881917,5.5,6
56,1995,8,0.047402488,227,0.127614839,0.520787204,0.151954587,0.95494473,1.499612492,11.5,9.5
56,1996,17,0.009478241,212,0.014283724,1.194640958,0.851313962,0.476512879,9.532723736,19,18.29166667
56,1997,11,0.023155208,270.5,0.066020377,0.671931944,0.78212583,0.61351915,6.019635574,11.5,11
56,1998,17,0.022934131,270,0.052786286,1.045289686,0.874794843,0.3878283,10.23167847,19.25,18.5
56,1999,10,0.020401554,210,0.051265334,0.691714464,0.688488097,0.675526415,4.514751505,10.5,10
56,2000,15,0.013887358,233,0.049211099,0.981631674,0.812592318,0.51793758,7.639783071,16.1,15.5
56,2001,15,0.021969745,184,0.033486147,1.086788142,0.813866548,0.558825212,7.501642407,15.66666667,15.1
56,2002,15,0.02077238,204,0.04866562,1.045099521,0.777593666,0.60989011,6.672916685,17.125,16.1
56,2003,11,0.096223017,228,0.146145288,0.762772278,0.495521206,0.834446052,3.038852317,15.5,14
56,2004,11,0.034193361,211,0.056550664,0.749324486,0.755159692,0.633091787,5.089317722,12,11.33333333
56,2005,11,0.051473646,239,0.099597855,0.704926584,0.629161118,0.759746835,4.197053875,11.5,11
56,2006,4,0.024026852,211,0.055128601,0.280744963,0.499065181,0.915136456,2.382196291,4,4
56,2007,10,0.11617616,244.5,0.210194684,0.644835287,0.205318969,0.914974182,1.766567337,13.25,11.6
56,2008,11,0.047512438,218,0.073130907,0.734968415,0.741449594,0.609978607,4.788059185,12.25,11.5
57,1981,35,17.96128591,5137.416,63957.58404,0.486672129,0.736364616,0.678426357,6.649875441,38.83333333,37
57,1982,35,18.80488901,3839.8155,62521.43173,0.559593318,0.730586949,0.626001152,6.91855603,42,38
57,1983,33,20.30243733,7857.59625,645215.1006,0.408612383,0.747859366,0.622376957,7.144086762,37.28571429,35.6875
